box,activation,hiddenLayers,inputDropout,dropout,epochs,trainSamplesPerIteration,rho,l1,l2,maxw2,epsilon,balance_classes,dataTransformation,lossFunction,executionTime,logLoss1,logLoss2,logLoss3,logLoss4,accuracy1,accuracy2,accuracy3,accuracy4
old,TanhWithDropout,100;100,,0,10,0,0.98,1e-04,0.01,1,,TRUE,,,,0.7519574619,0.7791135806,0.7377793041,0.8038208289,0.7308985133,0.7223479216,0.7282306549,0.717970265
old,RectifierWithDropout,36;18,,0.2,5,0,0.9999,1e-05,0.001,10,,TRUE,,,,0.6380662256,0.6303646676,0.6270703723,0.6362408187,0.758177117,0.7595836835,0.7529898507,0.7544925663
old,MaxoutWithDropout,36;18,,0.7,50,-2,0.98,1e-04,0.001,10,,TRUE,,,,1.9216466256,1.8559321636,1.8477046306,1.9181961775,0.4606981254,0.4618268796,0.3364794104,0.3251454428
old,RectifierWithDropout,100;50,,0.7,25,1000,0.99,0.01,0.01,10,,TRUE,,,,1.0012199305,1.0268972997,1.0743842574,0.9780307941,0.6886231416,0.6661710518,0.6597711552,0.6832579186
old,MaxoutWithDropout,36;36,,0.2,50,1000,0.99,1e-04,1e-04,10,,TRUE,,,,1.0856965053,0.9872019975,1.3439297138,1.0326497126,0.6321266968,0.6730234663,0.5567263559,0.6604395604
old,RectifierWithDropout,35;17,,0.1,5,1,0.999,0.001,0.001,0.1,,FALSE,,,,1.6053202466,1.5759404168,1.6082216739,1.6419333301,0.478280543,0.47960437,0.4787639796,0.474272786
old,RectifierWithDropout,100;20,,0.7,10,-2,0.9999,1e-05,0.001,1,,TRUE,,,,1.1608258376,1.157041692,1.1866661097,1.1812761352,0.6444731739,0.6714719762,0.615553688,0.605106658
old,MaxoutWithDropout,36;36;36,,0,10,0,0.999,1e-05,0.01,1,,FALSE,,,,1.9363811795,1.9144357096,1.9375692914,1.9562485208,0.2636069813,0.3382894822,0.229555886,0.2592113769
old,MaxoutWithDropout,35;17,0.01,0.7,25,-2,0.98,1e-04,1e-04,100,1e-09,FALSE,,,1.2622208337,1.9380453557,1.8381874488,1.8507444346,1.9140281086,0.2636069813,0.4440493891,0.2947184692,0.2756948933
old,MaxoutWithDropout,100;100,0,0,5,1000,0.9999,0,1e-05,100,1e-06,FALSE,,,1.4352625002,1.1548986178,1.1477828548,1.2164124817,1.1862779446,0.6486102133,0.6294524533,0.6412825651,0.6360698125
old,RectifierWithDropout,36;36,0.1,0.5,50,10000,0.98,0,1e-04,100,1e-07,FALSE,,,0.9406750003,0.6499134611,0.6944005422,0.6582549816,0.6583510207,0.752553329,0.7328204797,0.7566099942,0.7409179056
old,MaxoutWithDropout,36;36,0.01,0.2,5,-2,0.99,1e-04,1e-05,0.1,1e-09,TRUE,,,0.8488833338,1.9486076,1.948869495,1.9495754457,1.9600719411,0.2636069813,0.2596160062,0.259745297,0.2592113769
old,MaxoutWithDropout,36;18,0.02,0,25,-2,0.99,0.01,1e-04,0.1,1e-08,FALSE,,,1.5378541658,1.9529402233,1.9552410812,1.9539378988,1.9594698024,0.2636069813,0.2596160062,0.259745297,0.2592113769
old,RectifierWithDropout,100;100,0.02,0.2,25,-2,0.98,1e-04,0.01,1,1e-07,TRUE,,,7.2042958339,0.7694012935,0.7593317439,0.7253570442,0.8198722177,0.7409179056,0.7312043442,0.7396082488,0.7197802198
old,RectifierWithDropout,100;50,0.01,0.2,50,-2,0.98,0.001,1e-04,100,1e-06,FALSE,,,2.2309208333,0.6221337315,0.623401146,0.6046682322,0.6232815412,0.7723335488,0.7714137953,0.7760036201,0.7676793794
old,RectifierWithDropout,36;36,0.02,0.5,10,-2,0.95,1e-04,0.01,10,1e-09,FALSE,,,0.2894541671,0.7475367664,0.7701671724,0.7608969711,0.7760615043,0.7321266968,0.7226711487,0.7251923201,0.7165481577
old,RectifierWithDropout,100;20,0.1,0,50,-2,0.999,0.001,0,100,1e-07,TRUE,,,5.4090875,0.6351922361,0.6533084639,0.6370770483,0.6892870627,0.767291532,0.7621695003,0.7668239705,0.7615384615
old,TanhWithDropout,100;20,0.05,0.5,10,-2,0.999,1e-04,0.01,1000,1e-09,TRUE,,,2.1509291669,0.8400835523,0.8163076148,0.8533932158,0.8491230748,0.7029088559,0.7058633396,0.7023724869,0.6932773109
old,RectifierWithDropout,35;17,0.05,0.7,5,-2,0.98,0.01,0.001,10,1e-08,TRUE,,,0.2461499999,1.1609634971,1.2921903712,1.1628938322,1.2439607136,0.5769877182,0.6217596483,0.5906652014,0.6221073045
old,RectifierWithDropout,36;36;36,0.5,0.5,10,-2,0.999,0.01,1e-04,100,1e-07,TRUE,,,0.5378083338,1.0727574563,1.1251372214,1.1474344789,1.1072727395,0.6822882999,0.6416057922,0.6644902709,0.620361991
old,RectifierWithDropout,35;17,0.05,0.5,5,-2,0.95,1e-04,1e-04,1000,1e-09,TRUE,,,0.3214791665,0.766507043,0.7694096748,0.7674395538,0.77795635,0.7213962508,0.7225418579,0.7173702243,0.7050420168
